0,2,2
1,7,2
2,12,2
3,17,2
4,22,2
5,27,2
6,32,2
7,2,7
8,12,7
9,22,7
10,32,7
11,2,12
12,7,10.125
13,12,12
14,17,10.125
15,22,12
16,27,10.125
17,32,12
18,2,17
19,7,18.875
20,12,17
21,17,18.875
22,22,17
23,27,18.875
24,32,17
25,2,22
26,12,22
27,22,22
28,32,22
29,2,27
30,7,27
31,12,27
32,17,27
33,22,27
34,27,27
35,32,27
