ID,x,y,color
1,7.33152,6.02232,red
2,17.80512,6.02232,blue
3,28.27872,6.02232,blue
4,7.33152,15.18672,blue
5,17.80512,15.18672,blue
6,28.27872,15.18672,blue
7,7.33152,24.35112,blue
8,17.80512,24.35112,blue
9,28.27872,24.35112,blue
